M0673,PLAN TRONIKS,,1
M0674,PLANING,,1
M0675,PLAY TIME,,1
M0676,POENSGEN,,1
M0677,POWER,,1
M0678,POWER CONTROL,,1
M0679,POWER SAFE,,1
M0680,POWER-TRONIC,,1
M0681,POWERTRONIC,,1
M0682,PRAXAIR,,1
M0683,PRECISE OPTICS,,1
M0684,PRECISION,,1
M0685,PRELINE,,1
M0686,PREMIER,,1
M0687,PRESICION,,1
M0688,PRESONIC,,1
M0689,PREXA,,1
M0690,PREXABAC,,1
M0691,PRIMUS,,1
M0692,PROLITE,,1
M0693,PROTEC,,1
M0694,PURITAN BENETT,,1
M0695,QTRONIX,,1
M0696,QUANTEL MEDICAL,,1
M0697,QUANTUM,,1
M0698,QUARTZ,,1
M0699,QUEST,,1
M0700,RACAL MILGO,,1
M0701,RAPID,,1
M0702,REALSA,,1
M0703,REALYST,,1
M0704,REFLOLUX,,1
M0705,REFRIGERACION OLIVEROS,,1
M0706,REHAB,,1
M0707,REICHERT,,1
M0708,REMIGTON,,1
M0709,REMINGTON,,1
M0710,RENAL SYSTEMS,,1
M0711,RH BURTON,,1
M0712,RHEEM,,1
M0713,RHOS,,1
M0714,RICOH,,1
M0715,RIESTER,,1
M0716,RIMSA,,1
M0717,RISTER,,1
M0718,ROBOTIC,,1
M0719,RODEX,,1
M0720,ROEDER,,1
M0721,ROLCO,,1
M0722,ROMER,,1
M0723,ROYAL,,1
M0724,ROYAL CROWN,,1
M0725,ROYALDRYER,,1
M0726,ROZINM,,1
M0727,ROZINN,,1
M0728,RUCCERINI,,1
M0729,RUD RIESTER,,1
M0730,RUSCH,,1
M0731,S/KM,,1
M0732,S/S,,1
M0733,SALICRU,,1
M0734,SAMSUNG,,1
M0735,SAN JUAN,,1
M0736,SANDRI,,1
M0737,SANSUMG,,1
M0738,SARTORIUS,,1
M0739,SATRA,,1
M0740,SAVION,,1
M0741,SCICAN,,1
M0742,SCIENTIFICS,,1
M0743,SCHILLER,,1
M0744,SCHMITZ,,1
M0745,SCHUCO,,1
M0746,SCHULZ,,1
M0747,SDMO,,1
M0748,SEBRA,,1
M0749,SECA,,1
M0750,SEFAVING,,1
M0751,SEGURITEX,,1
M0752,SEIKI,,1
M0753,SEIKOSHA,,1
M0754,SEKOELECTRON,,1
M0755,SELECTA,,1
M0756,SELECTRON,,1
M0757,SHARP,,1
M0758,SHEINE,,1
M0759,SHIMADZU,,1
M0760,SHIMATZU,,1
M0761,SHOW,,1
M0762,SHUCO-VAC,,1
M0763,SHULZ,,1
M0764,SHURE,,1
M0765,SHURE BROTHERS,,1
M0766,SIARE,,1
M0767,SIAS,,1
M0768,SIBEL,,1
M0769,SIBELMED,,1
M0770,SIBIR,,1
M0771,SIEMENS,,1
M0772,SIEMMENS,,1
M0773,SIGMA,,1
M0774,SILFAB,,1
M0775,SILVANO,,1
M0776,SILVER,,1
M0777,SILVER CROW,,1
M0778,SILVER CROWN,,1
M0779,SILVER REED,,1
M0780,SIMPLEX,,1
M0781,SINGER,,1
M0782,SINOPTICS,,1
M0783,SISTELEC,,1
M0784,SKALAR,,1
M0785,SKY,,1
M0786,SKY LUX,,1
M0787,SKYLUX EXCELL,,1
M0788,SM,,1
M0789,SMIC,,1
M0790,SMITHS,,1
M0791,SODEM,,1
M0792,SOEHNLE,,1
M0793,SOLA,,1
M0794,SOLFARMA,,1
M0795,SONICA,,1
M0796,SONICAID,,1
M0797,SONOMED,,1
M0798,SONY,,1
M0799,SORVALL,,1
M0800,SPACELABS,,1
M0801,SPECTRONIC,,1
M0802,SPECTRUM,,1
M0803,SPEEDRITE,,1
M0804,SPHYGMOMANOMETER,,1
M0805,SPIRIT,,1
M0806,SPYGNOMANOMETER,,1
M0807,STABY,,1
M0808,STAINLESS,,1
M0809,STANFORD,,1
M0810,STANLEY,,1
M0811,STANSA,,1
M0812,STEREO,,1
M0813,STERILIZER,,1
M0814,STERIS,,1
M0815,STILLS,,1
M0816,STORZ,,1
M0817,STRIKER,,1
M0818,STRONE,,1
M0819,STRONG,,1
M0820,STRYKEER,,1
M0821,STRYKER,,1
M0822,SULLAIR,,1
M0823,SUMBEAR,,1
M0824,SUMSHINE,,1
M0825,SUNBEAN,,1
M0826,SUNMED,,1
M0827,SUNSHINE,,1
M0828,SUNTEC,,1
M0829,SUPER,,1
M0830,SUPER COOL,,1
M0831,SUPER CRAWN,,1
M0832,SUPER CROW,,1
M0833,SUPER CROWN,,1
M0834,SUPER DE LUXE,,1
M0835,SUPER FAN,,1
M0836,SUPER FRECATOR,,1
M0837,SUPER POWER,,1
M0838,SUPER STACK,,1
M0839,SUPERDELUXE,,1
M0840,SUPERFAN,,1
M0841,SURG BEAN,,1
M0842,SURGE,,1
M0843,SYNOPTICS,,1
M0844,TAICHE,,1
M0845,TAKAGI,,1
M0846,TAKAOKA,,1
M0847,TEBA,,1
M0848,TECNO AVANCE,,1
M0849,TECH3E,,1
M0850,TECHMAN,,1
M0851,TELEDYNE,,1
M0852,TELEFONICA,,1
M0853,TELYPHONE,,1
M0854,TEMPUS,,1
M0855,TERUMO,,1
M0856,TESTO,,1
M0857,TEW,,1
M0858,THELCO,,1
M0859,THERMO,,1
M0860,THERMO FISHER,,1
M0861,THERMO FORMA,,1
M0862,THOMAS,,1
M0863,TITAN,,1
M0864,TOAST MASTER,,1
M0865,TOITU,,1
M0866,TOKAY,,1
M0867,TOKIBO,,1
M0868,TOLEDO SCALE COMPANY,,1
M0869,TOPCON,,1
M0870,TOSHIBA,,1
M0871,TOWA,,1
M0872,TOWER,,1
M0873,TOYOBA,,1
M0874,TRANS LITE,,1
M0875,TRANSWORD,,1
M0876,TRANSWORLD,,1
M0877,TRENDNET,,1
M0878,TRIPP LITE,,1
M0879,TRIUMPH,,1
M0880,TRONY CCO,,1
M0881,TROY,,1
M0882,TRUE,,1
M0883,TRUMPH,,1
M0884,TUTTNAUER,,1
M0885,TWC,,1
M0886,TYCO,,1
M0887,TYCOS,,1
M0888,UL,,1
M0889,UNDERWOOD,,1
M0890,UNION,,1
M0891,UNIVERSAL,,1
M0892,USIT,,1
M0893,UVIEDA,,1
M0894,VACUTRON,,1
M0895,VACUUM,,1
M0896,VALLEY LAB,,1
M0897,VAMADAS,,1
M0898,VEGA,,1
M0899,VEGAOSA,,1
M0900,VELOX,,1
M0901,VERSAMED,,1
M0902,VIASYS,,1
M0903,VIASYS HEALTH CARE,,1
M0904,VICTOR,,1
M0905,VIEDA POWER,,1
M0906,VIEWSONIC,,1
M0907,VILLANUEVA,,1
M0908,VITALOGRAPH,,1
M0909,VIVITAR,,1
M0910,VOLVO PENTA,,1
M0911,VTC,,1
M0912,WANG,,1
M0913,WATSON,,1
M0914,WEIN MANN,,1
M0915,WELCH ALLIN,,1
M0916,WELCH-ALLYN,,1
M0917,WELLMATE,,1
M0918,WERNER,,1
M0919,WESCO,,1
M0920,WESTER MEDICAL,,1
M0921,WESTERN,,1
M0922,WESTINGHOUSE,,1
M0923,WHITE MARTINS,,1
M0924,WHITE-WESTING,,1
M0925,WIENER LAB,,1
M0926,WILSON,,1
M0927,WOARA,,1
M0928,WOLF,,1
M0929,XEROX,,1
M0930,XITA,,1
M0931,YAESU,,1
M0932,YAMADA,,1
M0933,YAMATO,,1
M0934,YANES,,1
M0935,YANKEE,,1
M0936,YANKEE KAHL,,1
M0937,YASHIMA,,1
M0938,YORK,,1
M0939,YUS PHONE,,1
M0940,YUSA,,1
M0941,YUSH PHONE,,1
M0942,YVSA,,1
M0943,ZEISS,,1
M0944,ZENER,,1
M0945,ZENITH,,1
M0946,ZOLL,,1
M0947,ZYXEL,,1
M0948,ADVANCE,,1
M0949,LIAL,,1
M0950,AVATEC,,1
M0951,ROC,,1
M0952,UNICON,,1
M0953,SNOM,,1
M0954,ENCORE,,1
M0955,THOMSON TELECOM,,1
M0956,AMERICAN POWER CONVERSION,,1
M0957,SOUTH HILLS,,1
M0958,ORTRONICS,,1
M0959,KYOCERA,,1
M0960,S/M,,1
M0961,SUN COM,,1
M0962,MEDIATRIX,,1
M0963,HUGHES,,1
M0964,AVAYA,,1
M0965,ZYXCEL,,1
M0966,ABLER,,1
M0967,SUN COMM,,1
M0968,ENTEL PERU SA.,,1
M0969,AT&T,,1
M0970,WARD,,1
M0971,POWERCOM,,1
M0972,NEO,,1
M0973,NORTEL,,1
M0974,SOHO,,1
M0975,AMPER,,1
M0976,CROWSONIC,,1
M9999,SIN MARCA,,2
